#YEAR DOY HR  1
2013 130  7  7
2013 130  8  7
2013 130  9 13
2013 130 10 13
2013 130 11 13
2013 130 12 13
2013 130 13 13
2013 130 14 13
2013 130 15  3
2013 130 16  3
2013 130 17  3
2013 130 18  7
2013 130 19  7
2013 130 20  7
2013 130 21  3
2013 130 22  3
2013 130 23  3
2013 131  0  0
2013 131  1  0
2013 131  2  0
2013 131  3 13
2013 131  4 13
2013 131  5 13
2013 131  6  7
2013 131  7  7
2013 131  8  7
2013 131  9 10
2013 131 10 10
2013 131 11 10
2013 131 12  3
2013 131 13  3
2013 131 14  3
2013 131 15  3
2013 131 16  3
2013 131 17  3
2013 131 18  7
2013 131 19  7
2013 131 20  7
2013 131 21  7
2013 131 22  7
2013 131 23  7
2013 132  0 10
2013 132  1 10
2013 132  2 10
2013 132  3 17
2013 132  4 17
2013 132  5 17
2013 132  6  7
2013 132  7  7
2013 132  8  7
2013 132  9 10
2013 132 10 10
2013 132 11 10
2013 132 12  3
2013 132 13  3
2013 132 14  3
2013 132 15 10
2013 132 16 10
2013 132 17 10
2013 132 18  3
2013 132 19  3
2013 132 20  3
2013 132 21  3
2013 132 22  3
2013 132 23  3
2013 133  0  7
2013 133  1  7
2013 133  2  7
2013 133  3 10
2013 133  4 10
2013 133  5 10
2013 133  6 13
2013 133  7 13
2013 133  8 13
2013 133  9  7
2013 133 10  7
2013 133 11  7
2013 133 12  7
2013 133 13  7
2013 133 14  7
2013 133 15 23
2013 133 16 23
2013 133 17 23
2013 133 18 10
2013 133 19 10
2013 133 20 10
2013 133 21  3
2013 133 22  3
2013 133 23  3
2013 134  0 13
2013 134  1 13
2013 134  2 13
2013 134  3  7
2013 134  4  7
2013 134  5  7
2013 134  6 20
2013 134  7 20
2013 134  8 20
2013 134  9 23
2013 134 10 23
2013 134 11 23
2013 134 12 23
2013 134 13 23
2013 134 14 23
2013 134 15 17
2013 134 16 17
2013 134 17 17
2013 134 18 20
2013 134 19 20
2013 134 20 20
2013 134 21 17
2013 134 22 17
2013 134 23 17
2013 135  0  3
2013 135  1  3
2013 135  2  3
2013 135  3 10
2013 135  4 10
2013 135  5 10
2013 135  6 17
2013 135  7 17
2013 135  8 17
2013 135  9 20
2013 135 10 20
2013 135 11 20
2013 135 12 40
2013 135 13 40
2013 135 14 40
2013 135 15 23
2013 135 16 23
2013 135 17 23
2013 135 18 20
2013 135 19 20
2013 135 20 20
2013 135 21  7
2013 135 22  7
2013 135 23  7
2013 136  0 33
2013 136  1 33
2013 136  2 33
2013 136  3 40
2013 136  4 40
2013 136  5 40
2013 136  6 17
2013 136  7 17
2013 136  8 17
2013 136  9 17
2013 136 10 17
2013 136 11 17
2013 136 12 33
2013 136 13 33
2013 136 14 33
2013 136 15 40
2013 136 16 40
2013 136 17 40
2013 136 18 23
2013 136 19 23
2013 136 20 23
2013 136 21 33
2013 136 22 33
2013 136 23 33
2013 137  0 23
2013 137  1 23
2013 137  2 23
2013 137  3 23
2013 137  4 23
2013 137  5 23
2013 137  6 13
2013 137  7 13
2013 137  8 13
2013 137  9 13
2013 137 10 13
2013 137 11 13
2013 137 12 17
2013 137 13 17
2013 137 14 17
2013 137 15 23
2013 137 16 23
2013 137 17 23
2013 137 18 33
2013 137 19 33
2013 137 20 33
2013 137 21 20
2013 137 22 20
2013 137 23 20
2013 138  0 43
2013 138  1 43
2013 138  2 43
2013 138  3 53
2013 138  4 53
2013 138  5 53
2013 138  6 30
2013 138  7 30
2013 138  8 30
2013 138  9 23
2013 138 10 23
2013 138 11 23
2013 138 12 20
2013 138 13 20
2013 138 14 20
2013 138 15 17
2013 138 16 17
2013 138 17 17
2013 138 18 33
2013 138 19 33
2013 138 20 33
2013 138 21 20
2013 138 22 20
2013 138 23 20
2013 139  0 33
2013 139  1 33
2013 139  2 33
2013 139  3 20
2013 139  4 20
2013 139  5 20
2013 139  6 20
2013 139  7 20
2013 139  8 20
2013 139  9 20
2013 139 10 20
2013 139 11 20
2013 139 12 23
2013 139 13 23
2013 139 14 23
2013 139 15 27
2013 139 16 27
2013 139 17 27
2013 139 18 20
2013 139 19 20
2013 139 20 20
2013 139 21 37
2013 139 22 37
2013 139 23 37
2013 140  0 20
2013 140  1 20
2013 140  2 20
2013 140  3 13
2013 140  4 13
2013 140  5 13
2013 140  6  3
2013 140  7  3
2013 140  8  3
2013 140  9 10
2013 140 10 10
2013 140 11 10
2013 140 12 17
2013 140 13 17
2013 140 14 17
2013 140 15 23
2013 140 16 23
2013 140 17 23
2013 140 18 23
2013 140 19 23
2013 140 20 23
2013 140 21 20
2013 140 22 20
2013 140 23 20
2013 141  0 17
2013 141  1 17
2013 141  2 17
2013 141  3 10
2013 141  4 10
2013 141  5 10
2013 141  6 17
2013 141  7 17
2013 141  8 17
2013 141  9 10
2013 141 10 10
2013 141 11 10
2013 141 12  7
2013 141 13  7
2013 141 14  7
2013 141 15  7
2013 141 16  7
2013 141 17  7
2013 141 18 10
2013 141 19 10
2013 141 20 10
2013 141 21 23
2013 141 22 23
2013 141 23 23
2013 142  0 30
2013 142  1 30
2013 142  2 30
2013 142  3 17
2013 142  4 17
2013 142  5 17
2013 142  6 17
2013 142  7 17
2013 142  8 17
2013 142  9 23
2013 142 10 23
2013 142 11 23
2013 142 12 27
2013 142 13 27
2013 142 14 27
2013 142 15 23
2013 142 16 23
2013 142 17 23
2013 142 18 27
2013 142 19 27
2013 142 20 27
2013 142 21 23
2013 142 22 23
2013 142 23 23
2013 143  0 13
2013 143  1 13
2013 143  2 13
2013 143  3 30
2013 143  4 30
2013 143  5 30
2013 143  6 13
2013 143  7 13
2013 143  8 13
2013 143  9 20
2013 143 10 20
2013 143 11 20
2013 143 12 23
2013 143 13 23
2013 143 14 23
2013 143 15 17
2013 143 16 17
2013 143 17 17
2013 143 18 20
2013 143 19 20
2013 143 20 20
2013 143 21 17
2013 143 22 17
2013 143 23 17
2013 144  0 20
2013 144  1 20
2013 144  2 20
2013 144  3 27
2013 144  4 27
2013 144  5 27
2013 144  6 20
2013 144  7 20
2013 144  8 20
2013 144  9 27
2013 144 10 27
2013 144 11 27
2013 144 12 33
2013 144 13 33
2013 144 14 33
2013 144 15 23
2013 144 16 23
2013 144 17 23
2013 144 18 57
2013 144 19 57
2013 144 20 57
2013 144 21 43
2013 144 22 43
2013 144 23 43
2013 145  0 43
2013 145  1 43
2013 145  2 43
2013 145  3 50
2013 145  4 50
2013 145  5 50
2013 145  6 30
2013 145  7 30
2013 145  8 30
2013 145  9 43
2013 145 10 43
2013 145 11 43
2013 145 12 40
2013 145 13 40
2013 145 14 40
2013 145 15 50
2013 145 16 50
2013 145 17 50
2013 145 18 50
2013 145 19 50
2013 145 20 50
2013 145 21 50
2013 145 22 50
2013 145 23 50
2013 146  0 40
2013 146  1 40
2013 146  2 40
2013 146  3 37
2013 146  4 37
2013 146  5 37
2013 146  6 40
2013 146  7 40
2013 146  8 40
2013 146  9 17
2013 146 10 17
2013 146 11 17
2013 146 12 20
2013 146 13 20
2013 146 14 20
2013 146 15 40
2013 146 16 40
2013 146 17 40
2013 146 18 37
2013 146 19 37
2013 146 20 37
2013 146 21 20
2013 146 22 20
2013 146 23 20
2013 147  0 20
2013 147  1 20
2013 147  2 20
2013 147  3 30
2013 147  4 30
2013 147  5 30
2013 147  6 20
2013 147  7 20
2013 147  8 20
2013 147  9 23
2013 147 10 23
2013 147 11 23
2013 147 12 30
2013 147 13 30
2013 147 14 30
2013 147 15 33
2013 147 16 33
2013 147 17 33
2013 147 18 40
2013 147 19 40
2013 147 20 40
2013 147 21 23
2013 147 22 23
2013 147 23 23
2013 148  0 27
2013 148  1 27
2013 148  2 27
2013 148  3 30
2013 148  4 30
2013 148  5 30
2013 148  6 23
2013 148  7 23
2013 148  8 23
2013 148  9 20
2013 148 10 20
2013 148 11 20
2013 148 12 20
2013 148 13 20
2013 148 14 20
2013 148 15 10
2013 148 16 10
2013 148 17 10
2013 148 18  7
2013 148 19  7
2013 148 20  7
2013 148 21  0
2013 148 22  0
2013 148 23  0
2013 149  0  0
2013 149  1  0
2013 149  2  0
2013 149  3  3
2013 149  4  3
2013 149  5  3
2013 149  6  0
2013 149  7  0
2013 149  8  0
2013 149  9  0
2013 149 10  0
2013 149 11  0
2013 149 12  3
2013 149 13  3
2013 149 14  3
2013 149 15  3
2013 149 16  3
2013 149 17  3
2013 149 18  3
2013 149 19  3
2013 149 20  3
2013 149 21  0
2013 149 22  0
2013 149 23  0
2013 150  0  3
2013 150  1  3
2013 150  2  3
2013 150  3  0
2013 150  4  0
2013 150  5  0
2013 150  6  0
2013 150  7  0
2013 150  8  0
2013 150  9  3
2013 150 10  3
2013 150 11  3
2013 150 12  3
2013 150 13  3
2013 150 14  3
2013 150 15  7
2013 150 16  7
2013 150 17  7
2013 150 18  7
2013 150 19  7
2013 150 20  7
2013 150 21  0
2013 150 22  0
2013 150 23  0
2013 151  0  0
2013 151  1  0
2013 151  2  0
2013 151  3  3
2013 151  4  3
2013 151  5  3
2013 151  6  3
2013 151  7  3
2013 151  8  3
2013 151  9  7
2013 151 10  7
2013 151 11  7
2013 151 12 13
2013 151 13 13
2013 151 14 13
2013 151 15 33
2013 151 16 33
2013 151 17 33
2013 151 18 37
2013 151 19 37
2013 151 20 37
2013 151 21 37
2013 151 22 37
2013 151 23 37
2013 152  0 57
2013 152  1 57
2013 152  2 57
2013 152  3 70
2013 152  4 70
2013 152  5 70
2013 152  6 63
2013 152  7 63
2013 152  8 63
2013 152  9 50
2013 152 10 50
2013 152 11 50
2013 152 12 57
2013 152 13 57
2013 152 14 57
2013 152 15 33
2013 152 16 33
2013 152 17 33
2013 152 18 37
2013 152 19 37
2013 152 20 37
2013 152 21 30
2013 152 22 30
2013 152 23 30
2013 153  0 40
2013 153  1 40
2013 153  2 40
2013 153  3 33
2013 153  4 33
2013 153  5 33
2013 153  6 33
2013 153  7 33
2013 153  8 33
2013 153  9 30
2013 153 10 30
2013 153 11 30
2013 153 12 33
2013 153 13 33
2013 153 14 33
2013 153 15 27
2013 153 16 27
2013 153 17 27
2013 153 18 30
2013 153 19 30
2013 153 20 30
2013 153 21 27
2013 153 22 27
2013 153 23 27
2013 154  0 30
2013 154  1 30
2013 154  2 30
2013 154  3 20
2013 154  4 20
2013 154  5 20
2013 154  6 17
2013 154  7 17
2013 154  8 17
2013 154  9 17
2013 154 10 17
2013 154 11 17
2013 154 12 13
2013 154 13 13
2013 154 14 13
2013 154 15 20
2013 154 16 20
2013 154 17 20
2013 154 18 27
2013 154 19 27
2013 154 20 27
2013 154 21 30
2013 154 22 30
2013 154 23 30
2013 155  0 30
2013 155  1 30
2013 155  2 30
2013 155  3 23
2013 155  4 23
2013 155  5 23
2013 155  6 20
2013 155  7 20
2013 155  8 20
2013 155  9 13
2013 155 10 13
2013 155 11 13
2013 155 12  7
2013 155 13  7
2013 155 14  7
2013 155 15 10
2013 155 16 10
2013 155 17 10
2013 155 18 17
2013 155 19 17
2013 155 20 17
2013 155 21 27
2013 155 22 27
2013 155 23 27
2013 156  0 23
2013 156  1 23
2013 156  2 23
2013 156  3 13
2013 156  4 13
2013 156  5 13
2013 156  6 10
2013 156  7 10
2013 156  8 10
2013 156  9 10
2013 156 10 10
2013 156 11 10
2013 156 12 13
2013 156 13 13
2013 156 14 13
2013 156 15 10
2013 156 16 10
2013 156 17 10
2013 156 18 13
2013 156 19 13
2013 156 20 13
2013 156 21 10
2013 156 22 10
2013 156 23 10
2013 157  0 13
2013 157  1 13
2013 157  2 13
2013 157  3 30
2013 157  4 30
2013 157  5 30
2013 157  6 30
2013 157  7 30
2013 157  8 30
2013 157  9 30
2013 157 10 30
2013 157 11 30
2013 157 12 37
2013 157 13 37
2013 157 14 37
2013 157 15 50
2013 157 16 50
2013 157 17 50
2013 157 18 40
2013 157 19 40
2013 157 20 40
2013 157 21 47
2013 157 22 47
2013 157 23 47
2013 158  0 50
2013 158  1 50
2013 158  2 50
2013 158  3 57
2013 158  4 57
2013 158  5 57
2013 158  6 47
2013 158  7 47
2013 158  8 47
2013 158  9 40
2013 158 10 40
2013 158 11 40
2013 158 12 30
2013 158 13 30
2013 158 14 30
2013 158 15 23
2013 158 16 23
2013 158 17 23
2013 158 18 17
2013 158 19 17
2013 158 20 17
2013 158 21 13
2013 158 22 13
2013 158 23 13
2013 159  0 23
2013 159  1 23
2013 159  2 23
2013 159  3 30
2013 159  4 30
2013 159  5 30
2013 159  6 30
2013 159  7 30
2013 159  8 30
2013 159  9 23
2013 159 10 23
2013 159 11 23
2013 159 12 10
2013 159 13 10
2013 159 14 10
2013 159 15  3
2013 159 16  3
2013 159 17  3
2013 159 18  3
2013 159 19  3
2013 159 20  3
2013 159 21 10
2013 159 22 10
2013 159 23 10
2013 160  0 10
2013 160  1 10
2013 160  2 10
2013 160  3 13
2013 160  4 13
2013 160  5 13
2013 160  6 13
2013 160  7 13
2013 160  8 13
2013 160  9 10
2013 160 10 10
2013 160 11 10
2013 160 12 23
2013 160 13 23
2013 160 14 23
2013 160 15 27
2013 160 16 27
2013 160 17 27
2013 160 18 23
2013 160 19 23
2013 160 20 23
2013 160 21 23
2013 160 22 23
2013 160 23 23
2013 161  0 23
2013 161  1 23
2013 161  2 23
2013 161  3 33
2013 161  4 33
2013 161  5 33
2013 161  6 33
2013 161  7 33
2013 161  8 33
2013 161  9 27
2013 161 10 27
2013 161 11 27
2013 161 12 23
2013 161 13 23
2013 161 14 23
2013 161 15 20
2013 161 16 20
2013 161 17 20
2013 161 18 17
2013 161 19 17
2013 161 20 17
2013 161 21  3
2013 161 22  3
2013 161 23  3
2013 162  0  3
2013 162  1  3
2013 162  2  3
2013 162  3  3
2013 162  4  3
2013 162  5  3
2013 162  6  3
2013 162  7  3
2013 162  8  3
2013 162  9 10
2013 162 10 10
2013 162 11 10
2013 162 12 27
2013 162 13 27
2013 162 14 27
2013 162 15 23
2013 162 16 23
2013 162 17 23
2013 162 18 13
2013 162 19 13
2013 162 20 13
2013 162 21 13
2013 162 22 13
2013 162 23 13
2013 163  0 10
2013 163  1 10
2013 163  2 10
2013 163  3 13
2013 163  4 13
2013 163  5 13
2013 163  6 10
2013 163  7 10
2013 163  8 10
2013 163  9 10
2013 163 10 10
2013 163 11 10
2013 163 12 10
2013 163 13 10
2013 163 14 10
2013 163 15  7
2013 163 16  7
2013 163 17  7
2013 163 18  3
2013 163 19  3
2013 163 20  3
2013 163 21 10
2013 163 22 10
2013 163 23 10
2013 164  0 17
2013 164  1 17
2013 164  2 17
2013 164  3 10
2013 164  4 10
2013 164  5 10
2013 164  6  0
2013 164  7  0
2013 164  8  0
2013 164  9  3
2013 164 10  3
2013 164 11  3
2013 164 12  3
2013 164 13  3
2013 164 14  3
2013 164 15  3
2013 164 16  3
2013 164 17  3
2013 164 18  3
2013 164 19  3
2013 164 20  3
2013 164 21  7
2013 164 22  7
2013 164 23  7
2013 165  0 10
2013 165  1 10
2013 165  2 10
2013 165  3  3
2013 165  4  3
2013 165  5  3
2013 165  6  3
2013 165  7  3
2013 165  8  3
2013 165  9 10
2013 165 10 10
2013 165 11 10
2013 165 12  3
2013 165 13  3
2013 165 14  3
2013 165 15  3
2013 165 16  3
2013 165 17  3
2013 165 18 10
2013 165 19 10
2013 165 20 10
2013 165 21 13
2013 165 22 13
2013 165 23 13
2013 166  0 17
2013 166  1 17
2013 166  2 17
2013 166  3  7
2013 166  4  7
2013 166  5  7
2013 166  6 13
2013 166  7 13
2013 166  8 13
2013 166  9 10
2013 166 10 10
2013 166 11 10
2013 166 12  3
2013 166 13  3
2013 166 14  3
2013 166 15  7
2013 166 16  7
2013 166 17  7
2013 166 18  3
2013 166 19  3
2013 166 20  3
2013 166 21 10
2013 166 22 10
2013 166 23 10
2013 167  0  3
2013 167  1  3
2013 167  2  3
2013 167  3  0
2013 167  4  0
2013 167  5  0
2013 167  6  0
2013 167  7  0
2013 167  8  0
2013 167  9  7
2013 167 10  7
2013 167 11  7
2013 167 12  3
2013 167 13  3
2013 167 14  3
2013 167 15  3
2013 167 16  3
2013 167 17  3
2013 167 18  7
2013 167 19  7
2013 167 20  7
2013 167 21  3
2013 167 22  3
2013 167 23  3
2013 168  0  3
2013 168  1  3
2013 168  2  3
2013 168  3 10
2013 168  4 10
2013 168  5 10
2013 168  6 10
2013 168  7 10
2013 168  8 10
2013 168  9  7
2013 168 10  7
2013 168 11  7
2013 168 12  7
2013 168 13  7
2013 168 14  7
2013 168 15  3
2013 168 16  3
2013 168 17  3
2013 168 18  7
2013 168 19  7
2013 168 20  7
2013 168 21  7
2013 168 22  7
2013 168 23  7
2013 169  0  7
2013 169  1  7
2013 169  2  7
2013 169  3 13
2013 169  4 13
2013 169  5 13
2013 169  6  7
2013 169  7  7
2013 169  8  7
2013 169  9  3
2013 169 10  3
2013 169 11  3
2013 169 12  7
2013 169 13  7
2013 169 14  7
2013 169 15 10
2013 169 16 10
2013 169 17 10
2013 169 18 13
2013 169 19 13
2013 169 20 13
2013 169 21  7
2013 169 22  7
2013 169 23  7
2013 170  0 13
2013 170  1 13
2013 170  2 13
2013 170  3 13
2013 170  4 13
2013 170  5 13
2013 170  6  3
2013 170  7  3
2013 170  8  3
2013 170  9  3
2013 170 10  3
2013 170 11  3
2013 170 12 10
2013 170 13 10
2013 170 14 10
2013 170 15 10
2013 170 16 10
2013 170 17 10
2013 170 18 10
2013 170 19 10
2013 170 20 10
2013 170 21 20
2013 170 22 20
2013 170 23 20
2013 171  0 23
2013 171  1 23
2013 171  2 23
2013 171  3 17
2013 171  4 17
2013 171  5 17
2013 171  6 10
2013 171  7 10
2013 171  8 10
2013 171  9 17
2013 171 10 17
2013 171 11 17
2013 171 12 20
2013 171 13 20
2013 171 14 20
2013 171 15 23
2013 171 16 23
2013 171 17 23
2013 171 18 43
2013 171 19 43
2013 171 20 43
2013 171 21 33
2013 171 22 33
2013 171 23 33
2013 172  0 40
2013 172  1 40
2013 172  2 40
2013 172  3 37
2013 172  4 37
2013 172  5 37
2013 172  6 27
2013 172  7 27
2013 172  8 27
2013 172  9 27
2013 172 10 27
2013 172 11 27
2013 172 12 30
2013 172 13 30
2013 172 14 30
2013 172 15 30
2013 172 16 30
2013 172 17 30
2013 172 18 37
2013 172 19 37
2013 172 20 37
2013 172 21 30
2013 172 22 30
2013 172 23 30
2013 173  0 33
2013 173  1 33
2013 173  2 33
2013 173  3 30
2013 173  4 30
2013 173  5 30
2013 173  6 30
2013 173  7 30
2013 173  8 30
2013 173  9 27
2013 173 10 27
2013 173 11 27
2013 173 12 20
2013 173 13 20
2013 173 14 20
2013 173 15 23
2013 173 16 23
2013 173 17 23
2013 173 18 33
2013 173 19 33
2013 173 20 33
2013 173 21 27
2013 173 22 27
2013 173 23 27
2013 174  0 33
2013 174  1 33
2013 174  2 33
2013 174  3 40
2013 174  4 40
2013 174  5 40
2013 174  6 37
2013 174  7 37
2013 174  8 37
2013 174  9 27
2013 174 10 27
2013 174 11 27
2013 174 12 20
2013 174 13 20
2013 174 14 20
2013 174 15 37
2013 174 16 37
2013 174 17 37
2013 174 18 33
2013 174 19 33
2013 174 20 33
2013 174 21 30
2013 174 22 30
2013 174 23 30
2013 175  0 30
2013 175  1 30
2013 175  2 30
2013 175  3 30
2013 175  4 30
2013 175  5 30
2013 175  6 23
2013 175  7 23
2013 175  8 23
2013 175  9 23
2013 175 10 23
2013 175 11 23
2013 175 12 37
2013 175 13 37
2013 175 14 37
2013 175 15 40
2013 175 16 40
2013 175 17 40
2013 175 18 43
2013 175 19 43
2013 175 20 43
2013 175 21 27
2013 175 22 27
2013 175 23 27
2013 176  0 30
2013 176  1 30
2013 176  2 30
2013 176  3 23
2013 176  4 23
2013 176  5 23
2013 176  6 17
2013 176  7 17
2013 176  8 17
2013 176  9 10
2013 176 10 10
2013 176 11 10
2013 176 12  3
2013 176 13  3
2013 176 14  3
2013 176 15 13
2013 176 16 13
2013 176 17 13
2013 176 18 13
2013 176 19 13
2013 176 20 13
2013 176 21 17
2013 176 22 17
2013 176 23 17
2013 177  0  3
2013 177  1  3
2013 177  2  3
2013 177  3  3
2013 177  4  3
2013 177  5  3
2013 177  6  3
2013 177  7  3
2013 177  8  3
2013 177  9  3
2013 177 10  3
2013 177 11  3
2013 177 12  3
2013 177 13  3
2013 177 14  3
2013 177 15 10
2013 177 16 10
2013 177 17 10
2013 177 18  3
2013 177 19  3
2013 177 20  3
2013 177 21  3
2013 177 22  3
2013 177 23  3
2013 178  0  7
2013 178  1  7
2013 178  2  7
2013 178  3  3
2013 178  4  3
2013 178  5  3
2013 178  6  3
2013 178  7  3
2013 178  8  3
2013 178  9  3
2013 178 10  3
2013 178 11  3
2013 178 12 33
2013 178 13 33
2013 178 14 33
2013 178 15 20
2013 178 16 20
2013 178 17 20
2013 178 18 20
2013 178 19 20
2013 178 20 20
2013 178 21 27
2013 178 22 27
2013 178 23 27
2013 179  0 33
2013 179  1 33
2013 179  2 33
2013 179  3 30
2013 179  4 30
2013 179  5 30
2013 179  6 17
2013 179  7 17
2013 179  8 17
2013 179  9 27
2013 179 10 27
2013 179 11 27
2013 179 12 33
2013 179 13 33
2013 179 14 33
2013 179 15 47
2013 179 16 47
2013 179 17 47
2013 179 18 43
2013 179 19 43
2013 179 20 43
2013 179 21 47
2013 179 22 47
2013 179 23 47
2013 180  0 57
2013 180  1 57
2013 180  2 57
2013 180  3 63
2013 180  4 63
2013 180  5 63
2013 180  6 57
2013 180  7 57
2013 180  8 57
2013 180  9 53
2013 180 10 53
2013 180 11 53
2013 180 12 47
2013 180 13 47
2013 180 14 47
2013 180 15 40
2013 180 16 40
2013 180 17 40
2013 180 18 43
2013 180 19 43
2013 180 20 43
2013 180 21 37
2013 180 22 37
2013 180 23 37
2013 181  0 33
2013 181  1 33
2013 181  2 33
2013 181  3 20
2013 181  4 20
2013 181  5 20
2013 181  6 10
2013 181  7 10
2013 181  8 10
2013 181  9 27
2013 181 10 27
2013 181 11 27
2013 181 12 27
2013 181 13 27
2013 181 14 27
2013 181 15 23
2013 181 16 23
2013 181 17 23
2013 181 18 23
2013 181 19 23
2013 181 20 23
2013 181 21 27
2013 181 22 27
2013 181 23 27
2013 182  0 30
2013 182  1 30
2013 182  2 30
2013 182  3 23
2013 182  4 23
2013 182  5 23
2013 182  6 23
2013 182  7 23
2013 182  8 23
2013 182  9 13
2013 182 10 13
2013 182 11 13
2013 182 12 10
2013 182 13 10
2013 182 14 10
2013 182 15  3
2013 182 16  3
2013 182 17  3
2013 182 18 10
2013 182 19 10
2013 182 20 10
2013 182 21  3
2013 182 22  3
2013 182 23  3
2013 183  0  3
2013 183  1  3
2013 183  2  3
2013 183  3  7
2013 183  4  7
2013 183  5  7
2013 183  6  7
2013 183  7  7
2013 183  8  7
2013 183  9  7
2013 183 10  7
2013 183 11  7
2013 183 12  7
2013 183 13  7
2013 183 14  7
2013 183 15 13
2013 183 16 13
2013 183 17 13
2013 183 18 10
2013 183 19 10
2013 183 20 10
2013 183 21 10
2013 183 22 10
2013 183 23 10
2013 184  0 10
2013 184  1 10
2013 184  2 10
2013 184  3  3
2013 184  4  3
2013 184  5  3
2013 184  6  7
2013 184  7  7
2013 184  8  7
2013 184  9  7
2013 184 10  7
2013 184 11  7
2013 184 12  3
2013 184 13  3
2013 184 14  3
2013 184 15 10
2013 184 16 10
2013 184 17 10
2013 184 18 10
2013 184 19 10
2013 184 20 10
2013 184 21 17
2013 184 22 17
2013 184 23 17
2013 185  0 10
2013 185  1 10
2013 185  2 10
2013 185  3  3
2013 185  4  3
2013 185  5  3
2013 185  6  3
2013 185  7  3
2013 185  8  3
2013 185  9  0
2013 185 10  0
2013 185 11  0
2013 185 12  7
2013 185 13  7
2013 185 14  7
2013 185 15 13
2013 185 16 13
2013 185 17 13
2013 185 18 13
2013 185 19 13
2013 185 20 13
2013 185 21 17
2013 185 22 17
2013 185 23 17
2013 186  0 17
2013 186  1 17
2013 186  2 17
2013 186  3 20
2013 186  4 20
2013 186  5 20
2013 186  6 17
2013 186  7 17
2013 186  8 17
2013 186  9 13
2013 186 10 13
2013 186 11 13
2013 186 12 20
2013 186 13 20
2013 186 14 20
2013 186 15 20
2013 186 16 20
2013 186 17 20
2013 186 18 37
2013 186 19 37
2013 186 20 37
2013 186 21 17
2013 186 22 17
2013 186 23 17
2013 187  0 30
2013 187  1 30
2013 187  2 30
2013 187  3 43
2013 187  4 43
2013 187  5 43
2013 187  6 47
2013 187  7 47
2013 187  8 47
2013 187  9 37
2013 187 10 37
2013 187 11 37
2013 187 12 47
2013 187 13 47
2013 187 14 47
2013 187 15 40
2013 187 16 40
2013 187 17 40
2013 187 18 30
2013 187 19 30
2013 187 20 30
2013 187 21 40
2013 187 22 40
2013 187 23 40
2013 188  0 40
2013 188  1 40
2013 188  2 40
2013 188  3 10
2013 188  4 10
2013 188  5 10
2013 188  6  3
2013 188  7  3
2013 188  8  3
2013 188  9  0
2013 188 10  0
2013 188 11  0
2013 188 12  7
2013 188 13  7
2013 188 14  7
2013 188 15 10
2013 188 16 10
2013 188 17 10
2013 188 18  7
2013 188 19  7
2013 188 20  7
2013 188 21  3
2013 188 22  3
2013 188 23  3
2013 189  0  3
2013 189  1  3
2013 189  2  3
2013 189  3 17
2013 189  4 17
2013 189  5 17
2013 189  6 17
2013 189  7 17
2013 189  8 17
2013 189  9  7
2013 189 10  7
2013 189 11  7
2013 189 12  7
2013 189 13  7
2013 189 14  7
2013 189 15  7
2013 189 16  7
2013 189 17  7
2013 189 18  7
2013 189 19  7
2013 189 20  7
2013 189 21  7
2013 189 22  7
2013 189 23  7
2013 190  0  0
2013 190  1  0
2013 190  2  0
2013 190  3  3
2013 190  4  3
2013 190  5  3
2013 190  6 10
2013 190  7 10
2013 190  8 10
2013 190  9 17
2013 190 10 17
2013 190 11 17
2013 190 12 23
2013 190 13 23
2013 190 14 23
2013 190 15 27
2013 190 16 27
2013 190 17 27
2013 190 18 33
2013 190 19 33
2013 190 20 33
2013 190 21 33
2013 190 22 33
2013 190 23 33
2013 191  0 43
2013 191  1 43
2013 191  2 43
2013 191  3 40
2013 191  4 40
2013 191  5 40
2013 191  6 30
2013 191  7 30
2013 191  8 30
2013 191  9 43
2013 191 10 43
2013 191 11 43
2013 191 12 37
2013 191 13 37
2013 191 14 37
2013 191 15 40
2013 191 16 40
2013 191 17 40
2013 191 18 43
2013 191 19 43
2013 191 20 43
2013 191 21 33
2013 191 22 33
2013 191 23 33
2013 192  0 23
2013 192  1 23
2013 192  2 23
2013 192  3 30
2013 192  4 30
2013 192  5 30
2013 192  6 47
2013 192  7 47
2013 192  8 47
2013 192  9 27
2013 192 10 27
2013 192 11 27
2013 192 12 30
2013 192 13 30
2013 192 14 30
2013 192 15 37
2013 192 16 37
2013 192 17 37
2013 192 18 47
2013 192 19 47
2013 192 20 47
2013 192 21 20
2013 192 22 20
2013 192 23 20
2013 193  0 17
2013 193  1 17
2013 193  2 17
2013 193  3 23
2013 193  4 23
2013 193  5 23
2013 193  6 23
2013 193  7 23
2013 193  8 23
2013 193  9 17
2013 193 10 17
2013 193 11 17
2013 193 12 17
2013 193 13 17
2013 193 14 17
2013 193 15 20
2013 193 16 20
2013 193 17 20
2013 193 18 23
2013 193 19 23
2013 193 20 23
2013 193 21 30
2013 193 22 30
2013 193 23 30
2013 194  0 30
2013 194  1 30
2013 194  2 30
2013 194  3 30
2013 194  4 30
2013 194  5 30
2013 194  6 23
2013 194  7 23
2013 194  8 23
2013 194  9 10
2013 194 10 10
2013 194 11 10
2013 194 12  7
2013 194 13  7
2013 194 14  7
2013 194 15 13
2013 194 16 13
2013 194 17 13
2013 194 18 17
2013 194 19 17
2013 194 20 17
2013 194 21 23
2013 194 22 23
2013 194 23 23
2013 195  0 30
