#YEAR DOY HR  1
2013 259 19  3
2013 259 20  3
2013 259 21 10
2013 259 22 10
2013 259 23 10
2013 260  0 17
2013 260  1 17
2013 260  2 17
2013 260  3 23
2013 260  4 23
2013 260  5 23
2013 260  6 23
2013 260  7 23
2013 260  8 23
2013 260  9  7
2013 260 10  7
2013 260 11  7
2013 260 12 17
2013 260 13 17
2013 260 14 17
2013 260 15 17
2013 260 16 17
2013 260 17 17
2013 260 18 30
2013 260 19 30
2013 260 20 30
2013 260 21 20
2013 260 22 20
2013 260 23 20
2013 261  0 23
2013 261  1 23
2013 261  2 23
2013 261  3 23
2013 261  4 23
2013 261  5 23
2013 261  6  3
2013 261  7  3
2013 261  8  3
2013 261  9 13
2013 261 10 13
2013 261 11 13
2013 261 12 20
2013 261 13 20
2013 261 14 20
2013 261 15 27
2013 261 16 27
2013 261 17 27
2013 261 18 23
2013 261 19 23
2013 261 20 23
2013 261 21 27
2013 261 22 27
2013 261 23 27
2013 262  0 27
2013 262  1 27
2013 262  2 27
2013 262  3 30
2013 262  4 30
2013 262  5 30
2013 262  6 40
2013 262  7 40
2013 262  8 40
2013 262  9 37
2013 262 10 37
2013 262 11 37
2013 262 12 17
2013 262 13 17
2013 262 14 17
2013 262 15 17
2013 262 16 17
2013 262 17 17
2013 262 18 27
2013 262 19 27
2013 262 20 27
2013 262 21 17
2013 262 22 17
2013 262 23 17
2013 263  0 17
2013 263  1 17
2013 263  2 17
2013 263  3 23
2013 263  4 23
2013 263  5 23
2013 263  6 17
2013 263  7 17
2013 263  8 17
2013 263  9 13
2013 263 10 13
2013 263 11 13
2013 263 12 20
2013 263 13 20
2013 263 14 20
2013 263 15  3
2013 263 16  3
2013 263 17  3
2013 263 18  7
2013 263 19  7
2013 263 20  7
2013 263 21 20
2013 263 22 20
2013 263 23 20
2013 264  0 13
2013 264  1 13
2013 264  2 13
2013 264  3 20
2013 264  4 20
2013 264  5 20
2013 264  6 17
2013 264  7 17
2013 264  8 17
2013 264  9 27
2013 264 10 27
2013 264 11 27
2013 264 12 20
2013 264 13 20
2013 264 14 20
2013 264 15 23
2013 264 16 23
2013 264 17 23
2013 264 18 20
2013 264 19 20
2013 264 20 20
2013 264 21 17
2013 264 22 17
2013 264 23 17
2013 265  0 23
2013 265  1 23
2013 265  2 23
2013 265  3 20
2013 265  4 20
2013 265  5 20
2013 265  6 20
2013 265  7 20
2013 265  8 20
2013 265  9  7
2013 265 10  7
2013 265 11  7
2013 265 12 13
2013 265 13 13
2013 265 14 13
2013 265 15  7
2013 265 16  7
2013 265 17  7
2013 265 18  3
2013 265 19  3
2013 265 20  3
2013 265 21  7
2013 265 22  7
2013 265 23  7
2013 266  0  7
2013 266  1  7
2013 266  2  7
2013 266  3 20
2013 266  4 20
2013 266  5 20
2013 266  6 13
2013 266  7 13
2013 266  8 13
2013 266  9  3
2013 266 10  3
2013 266 11  3
2013 266 12  7
2013 266 13  7
2013 266 14  7
2013 266 15  7
2013 266 16  7
2013 266 17  7
2013 266 18 17
2013 266 19 17
2013 266 20 17
2013 266 21 13
2013 266 22 13
2013 266 23 13
2013 267  0 17
2013 267  1 17
2013 267  2 17
2013 267  3 10
2013 267  4 10
2013 267  5 10
2013 267  6  7
2013 267  7  7
2013 267  8  7
2013 267  9 37
2013 267 10 37
2013 267 11 37
2013 267 12 43
2013 267 13 43
2013 267 14 43
2013 267 15 33
2013 267 16 33
2013 267 17 33
2013 267 18 10
2013 267 19 10
2013 267 20 10
2013 267 21 13
2013 267 22 13
2013 267 23 13
2013 268  0 27
2013 268  1 27
2013 268  2 27
2013 268  3 17
2013 268  4 17
2013 268  5 17
2013 268  6 17
2013 268  7 17
2013 268  8 17
2013 268  9  3
2013 268 10  3
2013 268 11  3
2013 268 12  3
2013 268 13  3
2013 268 14  3
2013 268 15  0
2013 268 16  0
2013 268 17  0
2013 268 18  0
2013 268 19  0
2013 268 20  0
2013 268 21  7
2013 268 22  7
2013 268 23  7
2013 269  0  0
2013 269  1  0
2013 269  2  0
2013 269  3  0
2013 269  4  0
2013 269  5  0
2013 269  6  0
2013 269  7  0
2013 269  8  0
2013 269  9  3
2013 269 10  3
2013 269 11  3
2013 269 12  3
2013 269 13  3
2013 269 14  3
2013 269 15  0
2013 269 16  0
2013 269 17  0
2013 269 18  3
2013 269 19  3
2013 269 20  3
2013 269 21  0
2013 269 22  0
2013 269 23  0
2013 270  0  0
2013 270  1  0
2013 270  2  0
2013 270  3  0
2013 270  4  0
2013 270  5  0
2013 270  6  0
2013 270  7  0
2013 270  8  0
2013 270  9  0
2013 270 10  0
2013 270 11  0
2013 270 12  3
2013 270 13  3
2013 270 14  3
2013 270 15  0
2013 270 16  0
2013 270 17  0
2013 270 18  7
2013 270 19  7
2013 270 20  7
2013 270 21  3
2013 270 22  3
2013 270 23  3
2013 271  0  0
2013 271  1  0
2013 271  2  0
2013 271  3  0
2013 271  4  0
2013 271  5  0
2013 271  6  0
2013 271  7  0
2013 271  8  0
2013 271  9  0
2013 271 10  0
2013 271 11  0
2013 271 12  0
2013 271 13  0
2013 271 14  0
2013 271 15  0
2013 271 16  0
2013 271 17  0
2013 271 18  3
2013 271 19  3
2013 271 20  3
2013 271 21  0
2013 271 22  0
2013 271 23  0
2013 272  0  0
2013 272  1  0
2013 272  2  0
2013 272  3  0
2013 272  4  0
2013 272  5  0
2013 272  6  0
2013 272  7  0
2013 272  8  0
2013 272  9  0
2013 272 10  0
2013 272 11  0
2013 272 12  0
2013 272 13  0
2013 272 14  0
2013 272 15  0
2013 272 16  0
2013 272 17  0
2013 272 18 10
2013 272 19 10
2013 272 20 10
2013 272 21 17
2013 272 22 17
2013 272 23 17
2013 273  0 17
2013 273  1 17
2013 273  2 17
2013 273  3 10
2013 273  4 10
2013 273  5 10
2013 273  6  3
2013 273  7  3
2013 273  8  3
2013 273  9  0
2013 273 10  0
2013 273 11  0
2013 273 12  0
2013 273 13  0
2013 273 14  0
2013 273 15  0
2013 273 16  0
2013 273 17  0
2013 273 18  0
2013 273 19  0
2013 273 20  0
2013 273 21  3
2013 273 22  3
2013 273 23  3
2013 274  0  0
2013 274  1  0
2013 274  2  0
2013 274  3  0
2013 274  4  0
2013 274  5  0
2013 274  6  7
2013 274  7  7
2013 274  8  7
2013 274  9  3
2013 274 10  3
2013 274 11  3
2013 274 12 20
2013 274 13 20
2013 274 14 20
2013 274 15 17
2013 274 16 17
2013 274 17 17
2013 274 18 20
2013 274 19 20
2013 274 20 20
2013 274 21 23
2013 274 22 23
2013 274 23 23
